run_id	variant_group_id	gene_symbol	display_group	group_id	stage	n_tracks	n_raw_effect_rows	n_duplicate_effect_rows	median_effect	min_effect	max_effect	included_in_brain9
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.018602132525	-0.018602132525	-0.018602132525	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.01851561695	-0.01851561695	-0.01851561695	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Midbrain	adult__brain__midbrain	adult	1	1	0	-0.010854423285000001	-0.010854423285000001	-0.010854423285000001	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Cerebellum	adult__brain__cerebellum	adult	2	2	0	-0.008826941365	-0.0093544724	-0.00829941033	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	-0.0115824346	-0.0115824346	-0.0115824346	True
ccg18_SHISA6_del3	SHISA6_del3	SHISA6	Embryo	brain__embryo	embryonic	7	7	0	-0.015560269499999998	-0.027201712	-0.00317013261095	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	-0.0020205676750000004	-0.005164861749999999	0.004924863599999999	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	-0.0141480569	-0.0141480569	-0.0141480569	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	-0.0110386017	-0.011811017600000001	-0.006568372249999999	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Amygdala	adult__brain__amygdala	adult	1	1	0	-0.0136566163	-0.0136566163	-0.0136566163	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	-0.0012192129999999996	-0.0012192129999999996	-0.0012192129999999996	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Midbrain	adult__brain__midbrain	adult	1	1	0	-0.014151454099999999	-0.014151454099999999	-0.014151454099999999	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Cerebellum	adult__brain__cerebellum	adult	2	2	0	0.043515086175	0.04240345955	0.0446267128	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	0.01043963445	0.01043963445	0.01043963445	True
ccg19_PTPRT_del9	PTPRT_del9	PTPRT	Embryo	brain__embryo	embryonic	7	7	0	0.014930010050000001	0.010664880100000001	0.01782941845	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Cerebral cortex	adult__brain__cerebral_cortex	adult	4	4	0	0.0034369080874999997	0.00201338525	0.003790631855	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Hippocampal formation	adult__brain__hippocampal_formation	adult	1	1	0	0.00233966118	0.00233966118	0.00233966118	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Basal ganglia / striatum	adult__brain__basal_ganglia_striatum	adult	3	3	0	0.0024499298149999998	0.002137184165	0.003061503125	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Amygdala	adult__brain__amygdala	adult	1	1	0	0.001141071285	0.001141071285	0.001141071285	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Diencephalic regions	adult__brain__diencephalic_regions	adult	1	1	0	0.00282716752	0.00282716752	0.00282716752	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Midbrain	adult__brain__midbrain	adult	1	1	0	0.0032486319200000003	0.0032486319200000003	0.0032486319200000003	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Cerebellum	adult__brain__cerebellum	adult	2	2	0	0.008640989622500001	0.008396625875	0.008885353370000001	True
ccg20_DNAJC5_del3	DNAJC5_del3	DNAJC5	Whole brain	adult__brain__brain_region_unspecified	adult	1	1	0	0.005291640970000001	0.005291640970000001	0.005291640970000001	True
